2999
29987
RNN(
  (embedding): Embedding(2440, 650)
  (lstm): LSTM(650, 200, num_layers=2, batch_first=True, dropout=0.5)
  (dropout): Dropout(p=0.5)
  (fc): Linear(in_features=200, out_features=2440, bias=True)
  (sig): Softmax()
)
Training for 5 epoch(s)...
epoch  1
Epoch:    1/5     Loss: 6.158910379690282

Epoch:    1/5     Loss: 6.151188497957976

Epoch:    1/5     Loss: 6.140629019056048

Epoch:    1/5     Loss: 6.1344054248971

Epoch:    1/5     Loss: 6.1214148667123585

Epoch:    1/5     Loss: 6.113147095458149

Epoch:    1/5     Loss: 6.106285436733349

Epoch:    1/5     Loss: 6.098000888824463

Epoch:    1/5     Loss: 6.088166130216498

Epoch:    1/5     Loss: 6.084454319693825

Epoch:    1/5     Loss: 6.079918512931237

Epoch:    1/5     Loss: 6.070311431643329

Epoch:    1/5     Loss: 6.063587158918381

Epoch:    1/5     Loss: 6.055614006372146

Epoch:    1/5     Loss: 6.048129360850265

Epoch:    1/5     Loss: 6.044505343379744

Epoch:    1/5     Loss: 6.034477534748259

Epoch:    1/5     Loss: 6.028109213885139

Epoch:    1/5     Loss: 6.018440451732902

Epoch:    1/5     Loss: 6.014084624147963

Epoch:    1/5     Loss: 6.0049197402867405

Epoch:    1/5     Loss: 6.000011229782961

Epoch:    1/5     Loss: 5.990416018168132

Epoch:    1/5     Loss: 5.984454401246794

Epoch:    1/5     Loss: 5.9745252236076025

Epoch:    1/5     Loss: 5.9668277976333455

Epoch:    1/5     Loss: 5.960278221901427

Epoch:    1/5     Loss: 5.95187020050852

Epoch:    1/5     Loss: 5.942977925141652

Epoch:    1/5     Loss: 5.938845472237499

Epoch:    1/5     Loss: 5.933027739427527

Epoch:    1/5     Loss: 5.928791277336352

Epoch:    1/5     Loss: 5.923809695243835

Epoch:    1/5     Loss: 5.915693500254414

Epoch:    1/5     Loss: 5.909107362522798

Epoch:    1/5     Loss: 5.901768605685929

Epoch:    1/5     Loss: 5.896666320470663

Epoch:    1/5     Loss: 5.8914889653523765

Epoch:    1/5     Loss: 5.888051671801873

Epoch:    1/5     Loss: 5.882720145109658

Epoch:    1/5     Loss: 5.875279669408445

Epoch:    1/5     Loss: 5.868630417990028

Epoch:    1/5     Loss: 5.864586526697332

Epoch:    1/5     Loss: 5.859643562419994

Epoch:    1/5     Loss: 5.853609919548035

Epoch:    1/5     Loss: 5.848003125823705

Epoch:    1/5     Loss: 5.84222684408489

Epoch:    1/5     Loss: 5.835244083404541

Epoch:    1/5     Loss: 5.830004030260547

Epoch:    1/5     Loss: 5.826343695322673

Epoch:    1/5     Loss: 5.8194858017614335

Epoch:    1/5     Loss: 5.814234324863979

Epoch:    1/5     Loss: 5.807068101565043

Epoch:    1/5     Loss: 5.803078150946247

Epoch:    1/5     Loss: 5.797151682806796

Epoch:    1/5     Loss: 5.7909581990745975

Epoch:    1/5     Loss: 5.7844292656067875

Epoch:    1/5     Loss: 5.778484565734863

Epoch:    1/5     Loss: 5.772818217201839

Epoch:    1/5     Loss: 5.769673632824515

Epoch:    1/5     Loss: 5.76647824048996

Epoch:    1/5     Loss: 5.761567145354988

Epoch:    1/5     Loss: 5.758148516141452

Epoch:    1/5     Loss: 5.75453160919306

Epoch:    1/5     Loss: 5.748728650988954

Epoch:    1/5     Loss: 5.747020061751058

Epoch:    1/5     Loss: 5.744568753598341

Epoch:    1/5     Loss: 5.740426674595586

Epoch:    1/5     Loss: 5.738626438028672

Epoch:    1/5     Loss: 5.735266828188931

Epoch:    1/5     Loss: 5.733568823855856

Epoch:    1/5     Loss: 5.728729927282539

epoch  2
Epoch:    2/5     Loss: 4.975162506103516

Epoch:    2/5     Loss: 5.100221395492554

Epoch:    2/5     Loss: 5.183520793914795

Epoch:    2/5     Loss: 5.067228078842163

Epoch:    2/5     Loss: 5.089366245269775

Epoch:    2/5     Loss: 5.12395183245341

Epoch:    2/5     Loss: 5.1064878191266745

Epoch:    2/5     Loss: 5.100625514984131

Epoch:    2/5     Loss: 5.106470002068414

Epoch:    2/5     Loss: 5.110785102844238

Epoch:    2/5     Loss: 5.120779687708074

Epoch:    2/5     Loss: 5.13808810710907

Epoch:    2/5     Loss: 5.146019752209003

Epoch:    2/5     Loss: 5.1552881853921075

Epoch:    2/5     Loss: 5.169819037119548

Epoch:    2/5     Loss: 5.173095792531967

Epoch:    2/5     Loss: 5.181502566618078

Epoch:    2/5     Loss: 5.176144626405504

Epoch:    2/5     Loss: 5.156904095097592

Epoch:    2/5     Loss: 5.160477566719055

Epoch:    2/5     Loss: 5.152231329963321

Epoch:    2/5     Loss: 5.153683922507546

Epoch:    2/5     Loss: 5.158105083133863

Epoch:    2/5     Loss: 5.1521142522494

Epoch:    2/5     Loss: 5.1422699928283695

Epoch:    2/5     Loss: 5.132758415662325

Epoch:    2/5     Loss: 5.133760893786395

Epoch:    2/5     Loss: 5.131572127342224

Epoch:    2/5     Loss: 5.133297591373839

